,,,,,,,,,
,Dons,Justin Rose,Hideki Matsuyama,Jason Day,Charley Hoffman,Martin Kaymer,Louis Oosthuizen,Rafael Cabrera Bello,Tony Finau
,Sports Enthusiast,Dustin Johnson,Justin Rose,Bubba Watson,Adam Scott,Bryson DeChambeau,Yusaku Miyazato,Matt Kuchar,Louis Oosthuizen
,Carl Spackler,Fred Couples,Tiger Woods,Tony Finau,Jordan Spieth,Louis Oosthuizen,Adam Scott,Jimmy Walker,Rory McIlroy
,Julia #1,Tiger Woods,Jordan Spieth,Tommy Fleetwood,Shubhankar Sharma,Adam Scott,Bryson DeChambeau,Rafael Cabrera Bello,Kevin Chappell
,Vincent Harambasic III,Justin Rose,Dustin Johnson,Tiger Woods,Bryson DeChambeau,Matt Kuchar,Kevin Chappell,Brendan Steele,Xander Schauffele
,Team Doo Doo,Jason Day,Rickie Fowler,Rory McIlroy,Kevin Kisner,Patrick Reed,Ian Poulter,Li Haotong,Jason Dufner
,Thunder Down Under,Tony Finau,Tiger Woods,Russell Henley,Rickie Fowler,Dustin Johnson,Matt Kuchar,Patrick Reed,Bryson DeChambeau
,Mike Collins continues to eat shit for breakfast,Sergio Garcia,Russell Henley,Matt Kuchar,Marc Leishman,Alex Noren,Louis Oosthuizen,Xander Schauffele,Tiger Woods
,Collins <3 Gerbils,Paul Casey,Rafael Cabrera Bello,Kiradech Aphibarnrat,Kevin Chappell,Charley Hoffman,Tony Finau,Justin Thomas,Bubba Watson
,Edward Brucker,Rickie Fowler,Dustin Johnson,Jordan Spieth,Xander Schauffele,Brian Harman,Matt Kuchar,Thomas Pieters,Rafael Cabrera Bello
,CFumai,Tiger Woods,Li Haotong,Tommy Fleetwood,Justin Thomas,Patrick Cantlay,Charley Hoffman,Charl Schwartzel,Bryson DeChambeau
,How am I supposed to chip with that going on,Xander Schauffele,Jason Dufner,Adam Hadwin,Webb Simpson,Jordan Spieth,Bubba Watson,Justin Rose,Kevin Kisner
,Team ng,Alex Noren,Tommy Fleetwood,Tiger Woods,Tony Finau,Kevin Chappell,Thomas Pieters,Tyrrell Hatton,Webb Simpson
,Keep er straight ,Phil Mickelson,Jordan Spieth,Bubba Watson,Tony Finau,Charley Hoffman,Bernhard Langer,Adam Scott,Marc Leishman
,weredoingit,Tiger Woods,Justin Rose,Justin Thomas,Tony Finau,Patrick Reed,Marc Leishman,Matt Kuchar,Patrick Cantlay
,The Blumpkins,Rickie Fowler,Justin Thomas,Jordan Spieth,Patrick Reed,Rafael Cabrera Bello,Marc Leishman,Thomas Pieters,Xander Schauffele
,The Big Squirt,Tiger Woods,Justin Thomas,Justin Rose,Bryson DeChambeau,Matt Kuchar,Thomas Pieters,Patrick Reed,Tony Finau
,Sip It. Grip It. Rip It,Justin Thomas,Dustin Johnson,Jon Rahm,Kevin Kisner,Pat Perez,Matt Kuchar,Thomas Pieters,Joaquin Niemann
,Gold jacket green jacket who gives a shit,Rory McIlroy,Dustin Johnson,Justin Rose,Brian Harman,Xander Schauffele,Kevin Chappell,Daniel Berger,Bryson DeChambeau
,"Bombs, Darts, & Buckets 2",Tiger Woods,Louis Oosthuizen,Rickie Fowler,Justin Thomas,Adam Scott,Patrick Reed,Satoshi Kodaira,Danny Willett
,Flanders Team,Jason Day,Henrik Stenson,Bubba Watson,Chez Reavie,Ian Poulter,Shubhankar Sharma,Gary Woodland,Brian Harman
,steve otter,Doc Redman,Rickie Fowler,Justin Thomas,Dustin Johnson,Martin Kaymer,Kevin Chappell,Brian Harman,Ryan Moore
,Kenny's G's ,Jordan Spieth,Justin Rose,Rickie Fowler,Austin Cook,Jimmy Walker,Patrick Reed,Fred Couples,Matt Kuchar
,Schroeder,Jordan Spieth,Bubba Watson,Justin Rose,Louis Oosthuizen,Zach Johnson,Tony Finau,Patrick Reed,Kevin Kisner
,"If you like to yell ""get in the hole!"", eat a dick",Jordan Spieth,Justin Thomas,Henrik Stenson,Patrick Reed,Matt Kuchar,Adam Scott,Brian Harman,Tony Finau
,Mahatma Gandhi,Dustin Johnson,Justin Rose,Paul Casey,Matt Kuchar,Thomas Pieters,Kiradech Aphibarnrat,Russell Henley,Tony Finau
,Touchdownbirds,Tony Finau,Thomas Pieters,Tiger Woods,Dustin Johnson,Jordan Spieth,Bryson DeChambeau,Louis Oosthuizen,Kiradech Aphibarnrat
,?? -#1,Dustin Johnson,Tommy Fleetwood,Sergio Garcia,Adam Scott,Kevin Chappell,Kiradech Aphibarnrat,Patrick Cantlay,Xander Schauffele
,Conor Kenny 1,Justin Rose,Jordan Spieth,Dustin Johnson,Xander Schauffele,Matt Kuchar,Patrick Cantlay,Charley Hoffman,Patrick Reed
,?? #2,Sergio Garcia,Dustin Johnson,Rory McIlroy,Wesley Bryan,Bryson DeChambeau,Brian Harman,Kyle Stanley,Adam Scott
,Provost #1,Rafael Cabrera Bello,Charley Hoffman,Marc Leishman,Adam Scott,Wesley Bryan,Justin Thomas,Jon Rahm,Jordan Spieth
,Lincoln Duo,Tiger Woods,Jon Rahm,Justin Thomas,Bryson DeChambeau,Patrick Reed,Russell Henley,Kiradech Aphibarnrat,Xander Schauffele
,?? #3,Rory McIlroy,Phil Mickelson,Justin Rose,Tony Finau,Kevin Chappell,Brian Harman,Louis Oosthuizen,Matt Kuchar
,Kenny 2,Tiger Woods,Justin Thomas,Rory McIlroy,Tony Finau,Marc Leishman,Bryson DeChambeau,Adam Hadwin,Adam Scott
,Where's Faldo,Kiradech Aphibarnrat,Patrick Cantlay,Dylan Frittelli,Brian Harman,Justin Rose,Phil Mickelson,Justin Thomas,Tyrrell Hatton
,Woods by 10,Rory McIlroy,Tiger Woods,Justin Thomas,Bryson DeChambeau,Chez Reavie,Tony Finau,Thomas Pieters,Patrick Reed
,Provost # 2,Bryson DeChambeau,Rafael Cabrera Bello,Justin Thomas,Justin Rose,Kevin Kisner,Jordan Spieth,Daniel Berger,Xander Schauffele
,Will Plumb 2,Tiger Woods,Patrick Cantlay,Brian Harman,Rickie Fowler,Alex Noren,Tyrrell Hatton,Tony Finau,Charl Schwartzel
,Bubba has a mangina ,Dustin Johnson,Justin Thomas,Tony Finau,Justin Rose,Louis Oosthuizen,Matt Kuchar,Patrick Reed,Charl Schwartzel
,Provost # 3,Paul Casey,Dustin Johnson,Alex Noren,Patrick Cantlay,Kevin Chappell,Francesco Molinari,Patrick Reed,Tony Finau
,Fuck My Dad's Team,Tiger Woods,Jordan Spieth,Justin Rose,Charley Hoffman,Tony Finau,Matt Kuchar,Brian Harman,Louis Oosthuizen
,AJP'S Amen,Dustin Johnson,Justin Thomas,Tiger Woods,Wesley Bryan,Charl Schwartzel,Charley Hoffman,Matt Kuchar,Kevin Kisner
,jm23,Rory McIlroy,Henrik Stenson,Jordan Spieth,Russell Henley,Jimmy Walker,Pat Perez,Charley Hoffman,Xander Schauffele
,The Bachewy Chomps,Patrick Cantlay,Gary Woodland,Hideki Matsuyama,Phil Mickelson,Justin Thomas,Kevin Chappell,Tony Finau,Thomas Pieters
,Bubba's Boys,Bubba Watson,Tony Finau,Jordan Spieth,Dustin Johnson,Patrick Reed,Brian Harman,Russell Henley,Matt Kuchar
,20 Deep,Tiger Woods,Jordan Spieth,Bryson DeChambeau,Rory McIlroy,Ian Poulter,Marc Leishman,Patrick Cantlay,Dylan Frittelli
,Cento1,Bubba Watson,Justin Thomas,Justin Rose,Xander Schauffele,Louis Oosthuizen,Patrick Reed,Marc Leishman,Matt Kuchar
,Kyguy's Masters ,Jordan Spieth,Justin Thomas,Bubba Watson,Xander Schauffele,Patrick Reed,Charley Hoffman,Brian Harman,Matt Kuchar
,Danny Noonan,Justin Rose,Dustin Johnson,Jon Rahm,Patrick Reed,Daniel Berger,Charl Schwartzel,Tyrrell Hatton,Austin Cook
,Cento2,Tony Finau,Justin Rose,Jon Rahm,Justin Thomas,Patrick Reed,Rafael Cabrera Bello,Marc Leishman,Matt Kuchar
,joeban,Tony Finau,Jason Day,Rickie Fowler,Dustin Johnson,Bryson DeChambeau,Louis Oosthuizen,Charl Schwartzel,Charley Hoffman
,Return of the Worm,Tiger Woods,Jordan Spieth,Justin Rose,Charl Schwartzel,Vijay Singh,Jason Dufner,Joaquin Niemann,Charley Hoffman
,UmanGolf,Rory McIlroy,Tiger Woods,Jason Day,Tony Finau,Bryson DeChambeau,Zach Johnson,Thomas Pieters,Adam Scott
,PerkinsPlatter,Justin Thomas,Dustin Johnson,Justin Rose,Xander Schauffele,Patrick Reed,Louis Oosthuizen,Bryson DeChambeau,Marc Leishman
,Horan,Jordan Spieth,Phil Mickelson,Dustin Johnson,Tony Finau,Patrick Reed,Louis Oosthuizen,Matt Kuchar,Ian Poulter
,MAKAR,Jordan Spieth,Justin Rose,Bubba Watson,Patrick Cantlay,Kevin Kisner,Ross Fisher,Brian Harman,Dylan Frittelli
,Chris LaCroix,Rickie Fowler,Justin Thomas,Rory McIlroy,Daniel Berger,Thomas Pieters,Russell Henley,Matt Kuchar,Wesley Bryan
,Iwantthegold,Rickie Fowler,Tiger Woods,Bubba Watson,Bryson DeChambeau,Charley Hoffman,Pat Perez,Patrick Reed,Matt Parziale
,30's and Birdies,Dustin Johnson,Justin Rose,Tiger Woods,Bryson DeChambeau,Matt Kuchar,Brian Harman,Tony Finau,Patrick Reed
,"Dude, Where's My Par",Dustin Johnson,Bubba Watson,Rory McIlroy,Tony Finau,Matt Kuchar,Charl Schwartzel,Thomas Pieters,Adam Scott
,Golf is a sport?,Dustin Johnson,Rory McIlroy,Rickie Fowler,Harry Ellis,Louis Oosthuizen,Bryson DeChambeau,Daniel Berger,Adam Scott
,FLEETWOODMACilroy,Kevin Chappell,Adam Scott,Marc Leishman,Matt Kuchar,Dylan Frittelli,Tiger Woods,Jason Day,Dustin Johnson
,Diaz 1,Xander Schauffele,Justin Thomas,Phil Mickelson,Justin Rose,Marc Leishman,Tyrrell Hatton,Matt Kuchar,Kevin Chappell
,Diaz 2,Patton Kizzire,Justin Thomas,Jordan Spieth,Tiger Woods,Patrick Reed,Charley Hoffman,Marc Leishman,Brian Harman
,aducas13,Rory McIlroy,Justin Rose,Jordan Spieth,Adam Scott,Brian Harman,Patrick Cantlay,Matt Kuchar,Xander Schauffele
,Diaz 3,Tony Finau,Justin Rose,Jordan Spieth,Jason Day,Pat Perez,Kevin Chappell,Brian Harman,Matt Kuchar
,Pdevs,Justin Rose,Rickie Fowler,Paul Casey,Dylan Frittelli,Matt Kuchar,Louis Oosthuizen,Daniel Berger,Charley Hoffman
,PokeyD,Jason Day,Jordan Spieth,Jon Rahm,Xander Schauffele,Matt Kuchar,Thomas Pieters,Bryson DeChambeau,Marc Leishman
,Rickie's Year,Rickie Fowler,Jordan Spieth,Tiger Woods,Xander Schauffele,Matt Kuchar,Bryson DeChambeau,Charley Hoffman,Kevin Kisner
,ChrisGibb,Rickie Fowler,Rory McIlroy,Paul Casey,Webb Simpson,Tony Finau,Adam Hadwin,Matt Kuchar,Thomas Pieters
,Still Super Bowl Champs,Justin Thomas,Rory McIlroy,Justin Rose,Patton Kizzire,Matt Kuchar,Patrick Reed,Matthew Fitzpatrick,Patrick Cantlay
,partyflem,Jason Day,Justin Thomas,Jordan Spieth,Thomas Pieters,Kevin Chappell,Bryson DeChambeau,Joaquin Niemann,Matt Kuchar
,TBlev316 3,Tiger Woods,Justin Thomas,Jordan Spieth,Xander Schauffele,Charley Hoffman,Russell Henley,Adam Scott,Pat Perez
,TL-1,Jordan Spieth,Rory McIlroy,Justin Thomas,Louis Oosthuizen,Matt Kuchar,Adam Scott,Thomas Pieters,Tony Finau
,Will Tiger Tank?,Tiger Woods,Bubba Watson,Jordan Spieth,Ryan Moore,Matt Kuchar,Marc Leishman,Charl Schwartzel,Xander Schauffele
,Tame Tame Tame,Dustin Johnson,Henrik Stenson,Jordan Spieth,Adam Hadwin,Patrick Reed,Tony Finau,Rafael Cabrera Bello,Kevin Kisner
,James Lamb,Justin Rose,Rory McIlroy,Justin Thomas,Tony Finau,Brian Harman,Zach Johnson,Charl Schwartzel,Adam Scott
,PopoZão,Xander Schauffele,Alex Noren,Justin Rose,Jordan Spieth,Kiradech Aphibarnrat,Si Woo Kim,Matt Kuchar,Kevin Kisner
,Somebody's Closer,Xander Schauffele,Justin Thomas,Bubba Watson,Dustin Johnson,Matt Kuchar,Kiradech Aphibarnrat,Patrick Reed,Ian Poulter
,Phil is my dad,Jason Day,Rory McIlroy,Jordan Spieth,Xander Schauffele,Patrick Cantlay,Adam Scott,Brian Harman,Matt Kuchar
,Paulina’s Slippery Stairs,Dustin Johnson,Tiger Woods,Justin Rose,Matt Kuchar,Louis Oosthuizen,Patrick Cantlay,Gary Woodland,Tony Finau
,JSack105x3,Rory McIlroy,Matt Kuchar,Marc Leishman,Tommy Fleetwood,Jordan Spieth,Louis Oosthuizen,Thomas Pieters,Patton Kizzire
,Pete James,Jordan Spieth,Rickie Fowler,Tiger Woods,Bryson DeChambeau,Rafael Cabrera Bello,Matt Kuchar,Patrick Reed,Tony Finau
,James Wright,Rory McIlroy,Justin Thomas,Justin Rose,Matt Kuchar,Tony Finau,Bryson DeChambeau,Kiradech Aphibarnrat,Kevin Chappell
,Disaster at Amen Corner ,Bubba Watson,Daniel Berger,Jordan Spieth,Matt Kuchar,Rory McIlroy,Xander Schauffele,Marc Leishman,Matthew Fitzpatrick
,PStrong,Tiger Woods,Dustin Johnson,Jason Day,Louis Oosthuizen,Adam Scott,Patrick Reed,Marc Leishman,Matt Parziale
,Tollen,Dustin Johnson,Webb Simpson,Rickie Fowler,Jordan Spieth,Matt Parziale,Matt Kuchar,Charley Hoffman,Marc Leishman
,Winters-1,Justin Thomas,Jordan Spieth,Tiger Woods,Matt Kuchar,Patrick Reed,Kiradech Aphibarnrat,Louis Oosthuizen,Austin Cook
,Bayloco1,Jordan Spieth,Dustin Johnson,Justin Rose,Bryson DeChambeau,Matt Kuchar,Kevin Kisner,Kiradech Aphibarnrat,Tony Finau
,Bayloco2,Phil Mickelson,Tiger Woods,Henrik Stenson,Bryson DeChambeau,Zach Johnson,Louis Oosthuizen,Tyrrell Hatton,Xander Schauffele
,Buck's Picks,Phil Mickelson,Justin Rose,Tiger Woods,Brian Harman,Kevin Kisner,Branden Grace,Tyrrell Hatton,Joaquin Niemann
,Knockaround Guys,Austin Cook,Patrick Reed,Marc Leishman,Louis Oosthuizen,Justin Rose,Rory McIlroy,Jordan Spieth,Matt Kuchar
,Green Room,Shubhankar Sharma,Gary Woodland,Ryan Moore,Kevin Chappell,Adam Scott,Tiger Woods,Phil Mickelson,Bubba Watson
,Roeske,Justin Rose,Bryson DeChambeau,Matt Kuchar,Justin Thomas,Jason Day,Patrick Cantlay,Tony Finau,Kevin Chappell
,VVM,Patrick Cantlay,Tony Finau,Gary Woodland,Brendan Steele,Justin Thomas,Jordan Spieth,Justin Rose,Patrick Reed
,Bunzai,Justin Thomas,Rory McIlroy,Justin Rose,Xander Schauffele,Matt Kuchar,Patrick Reed,Bryson DeChambeau,Charley Hoffman
,Coach N,Rickie Fowler,Dustin Johnson,Phil Mickelson,Patrick Reed,Kevin Chappell,Thomas Pieters,Pat Perez,Tony Finau
,Cannon,Justin Rose,Jordan Spieth,Rory McIlroy,Louis Oosthuizen,Adam Scott,Adam Scott,Brian Harman,Tony Finau
,Towny,Patton Kizzire,Charley Hoffman,Charley Hoffman,Adam Scott,Zach Johnson,Paul Casey,Hideki Matsuyama,Jordan Spieth
,TWhit322,Xander Schauffele,Jordan Spieth,Justin Thomas,Henrik Stenson,Marc Leishman,Matt Kuchar,Ian Poulter,Kevin Kisner
,Coach N2,Matt Kuchar,Patrick Reed,Jon Rahm,Jordan Spieth,Justin Rose,Charley Hoffman,Ryan Moore,Austin Cook
,Perkins Waitress ,Paul Casey,Jordan Spieth,Justin Rose,Patrick Reed,Bryson DeChambeau,Xander Schauffele,Tyrrell Hatton,Matt Kuchar
,N Senko #1,Rory McIlroy,Justin Thomas,Justin Rose,Shubhankar Sharma,Matt Kuchar,Kevin Chappell,Brendan Steele,Patrick Reed
,Team DT,Jon Rahm,Justin Rose,Dustin Johnson,Joaquin Niemann,Zach Johnson,Louis Oosthuizen,Charl Schwartzel,Matt Kuchar
,N Senko #2,Dustin Johnson,Justin Thomas,Bubba Watson,Tony Finau,Thomas Pieters,Louis Oosthuizen,Brian Harman,Matt Kuchar
,Chaz,Justin Rose,Phil Mickelson,Tiger Woods,Tony Finau,Charley Hoffman,Ian Poulter,Matt Kuchar,Charl Schwartzel
,Hosman,Wesley Bryan,Jason Dufner,Jordan Spieth,Matt Kuchar,Justin Thomas,Charley Hoffman,Bubba Watson,Ian Poulter
,Carter's Team #2,Jordan Spieth,Bubba Watson,Justin Thomas,Xander Schauffele,Kevin Chappell,Pat Perez,Bryson DeChambeau,Adam Scott
,Carter's Team #3,Jordan Spieth,Tiger Woods,Phil Mickelson,Si Woo Kim,Matt Kuchar,Xander Schauffele,Thomas Pieters,Adam Scott
,Dlapres,Dustin Johnson,Justin Thomas,Justin Rose,Matt Kuchar,Daniel Berger,Bryson DeChambeau,Kevin Chappell,Tony Finau
,Butter Dslubs,Rory McIlroy,Justin Thomas,Tiger Woods,Matt Kuchar,Thomas Pieters,Patrick Reed,Charley Hoffman,Tony Finau
,ANTHONY WALKER,Satoshi Kodaira,Rory McIlroy,Dustin Johnson,Jordan Spieth,Jason Dufner,Charley Hoffman,Adam Scott,Billy Horschel
,T Shaw,Rory McIlroy,Tony Finau,Jordan Spieth,Justin Thomas,Daniel Berger,Matt Kuchar,Bryson DeChambeau,Kevin Chappell
,Tebow4President,Jordan Spieth,Justin Thomas,Thomas Pieters,Dustin Johnson,Louis Oosthuizen,Adam Scott,Marc Leishman,Tony Finau
,dobbs,Paul Casey,Justin Rose,Tiger Woods,Xander Schauffele,Patrick Reed,Jimmy Walker,Daniel Berger,Louis Oosthuizen
,Big Golf Guy,Tiger Woods,Jordan Spieth,Hideki Matsuyama,Tony Finau,Daniel Berger,Charley Hoffman,Bryson DeChambeau,Kevin Chappell
,Ole Soup Can ,Justin Rose,Tiger Woods,Ian Poulter,Matt Kuchar,Charl Schwartzel,Rory McIlroy,Thomas Pieters,Tony Finau
,The Paulinas,Justin Rose,Justin Thomas,Rory McIlroy,Matt Kuchar,Daniel Berger,Louis Oosthuizen,Kevin Kisner,Tony Finau
,Germany - Ja!,Rory McIlroy,Bubba Watson,Patrick Reed,Kevin Kisner,Adam Scott,Louis Oosthuizen,Marc Leishman,Xander Schauffele
,Spieth2018,Jordan Spieth,Paul Casey,Rory McIlroy,Kevin Chappell,Marc Leishman,Matt Kuchar,Tony Finau,Thomas Pieters
,"Long Stroke, Short Putts",Tony Finau,Justin Thomas,Jason Day,Dustin Johnson,Gary Woodland,Bryson DeChambeau,Patrick Cantlay,Marc Leishman
,Chiz ,Dustin Johnson,Justin Rose,Jordan Spieth,Tony Finau,Bryson DeChambeau,Kevin Kisner,Matt Kuchar,Rafael Cabrera Bello
,Little red riding Woods,Rickie Fowler,Tiger Woods,Fred Couples,Matt Kuchar,Jordan Spieth,Louis Oosthuizen,Tony Finau,Patrick Cantlay
,Daum 1,Jordan Spieth,Rory McIlroy,Justin Thomas,Louis Oosthuizen,Matt Kuchar,Patrick Reed,Thomas Pieters,Tony Finau
,Daum 2,Dustin Johnson,Rory McIlroy,Justin Rose,Adam Scott,Louis Oosthuizen,Matt Kuchar,Thomas Pieters,Xander Schauffele
,There's 18 Holes?,Justin Thomas,Rickie Fowler,Justin Rose,Matt Kuchar,Patrick Cantlay,Louis Oosthuizen,Joaquin Niemann,Marc Leishman
,Potato Biscuit,Justin Rose,Rickie Fowler,Bubba Watson,Tony Finau,Adam Scott,Louis Oosthuizen,Zach Johnson,Daniel Berger
,Plastic Talks,Justin Rose,Justin Thomas,Paul Casey,Louis Oosthuizen,Matt Kuchar,Daniel Berger,Kevin Chappell,Tony Finau
,Vigilo ,Bubba Watson,Matt Kuchar,Kevin Chappell,Xander Schauffele,Tiger Woods,Bryson DeChambeau,Jon Rahm,Fred Couples
,Riley Hub,Xander Schauffele,Rickie Fowler,Tiger Woods,Justin Rose,Patrick Reed,Adam Scott,Matt Kuchar,Marc Leishman
,Crnk,Dustin Johnson,Rickie Fowler,Jordan Spieth,Matt Kuchar,Pat Perez,Patrick Reed,Tony Finau,Webb Simpson
,Bosco,Jason Day,Sergio Garcia,Jordan Spieth,Matt Kuchar,Adam Scott,Vijay Singh,Patton Kizzire,Jhonattan Vegas
,Northshore Navigators,Brian Harman,Xander Schauffele,Justin Rose,Kevin Chappell,Rory McIlroy,Tiger Woods,Ryan Moore,Daniel Berger
,tstecko,Rickie Fowler,Jon Rahm,Justin Thomas,Tony Finau,Charley Hoffman,Martin Kaymer,Zach Johnson,Kevin Chappell
,Team Mayfield,Dustin Johnson,Jordan Spieth,Bubba Watson,Matt Kuchar,Patrick Reed,Adam Scott,Zach Johnson,Tony Finau
,Ari Pappas,Jordan Spieth,Rory McIlroy,Jason Day,Tony Finau,Matt Kuchar,Louis Oosthuizen,Adam Scott,Thomas Pieters
,Emmert likes oatmeal and peanut butter for breakfast,Rory McIlroy,Justin Rose,Bubba Watson,Matt Kuchar,Patrick Reed,Louis Oosthuizen,Adam Scott,Xander Schauffele
,Wetherill 1,Justin Rose,Bubba Watson,Tiger Woods,Tony Finau,Matthew Fitzpatrick,Rafael Cabrera Bello,Kevin Kisner,Zach Johnson
,Wetherill 2,Paul Casey,Dustin Johnson,Rory McIlroy,Wesley Bryan,Bryson DeChambeau,Matt Kuchar,Francesco Molinari,Ian Poulter
,JH1,Tiger Woods,Rory McIlroy,Justin Rose,Zach Johnson,Brian Harman,Ian Poulter,Patrick Reed,Shubhankar Sharma
,Putt Pirates,Rory McIlroy,Jordan Spieth,Justin Thomas,Matt Kuchar,Tony Finau,Louis Oosthuizen,Thomas Pieters,Adam Scott
,J-M1,Tiger Woods,Rickie Fowler,Jason Day,Ian Poulter,Louis Oosthuizen,Charley Hoffman,Zach Johnson,Xander Schauffele
,Holden 1,Paul Casey,Justin Rose,Jordan Spieth,Patrick Cantlay,Pat Perez,Rafael Cabrera Bello,Charley Hoffman,Xander Schauffele
,JH2,Justin Thomas,Dustin Johnson,Jordan Spieth,Bryson DeChambeau,Kevin Kisner,Louis Oosthuizen,Thomas Pieters,Shubhankar Sharma
,Emmert likes to run,Tiger Woods,Rickie Fowler,Justin Thomas,Patrick Reed,Adam Scott,Marc Leishman,Thomas Pieters,Li Haotong
,Holden 2,Phil Mickelson,Justin Rose,Bubba Watson,Patrick Cantlay,Pat Perez,Rafael Cabrera Bello,Kevin Chappell,Xander Schauffele
,Holden 3,Phil Mickelson,Justin Rose,Paul Casey,Patrick Cantlay,Pat Perez,Rafael Cabrera Bello,Charley Hoffman,Tony Finau
,DukeDad,Dustin Johnson,Rory McIlroy,Hideki Matsuyama,Marc Leishman,Brian Harman,Adam Scott,Louis Oosthuizen,Xander Schauffele
,East Dillon Lions,Dustin Johnson,Bubba Watson,Justin Thomas,Louis Oosthuizen,Matt Kuchar,Adam Scott,Thomas Pieters,Tony Finau
,Hartwell1,Jordan Spieth,Rory McIlroy,Dustin Johnson,Xander Schauffele,Ian Poulter,Patrick Reed,Matt Kuchar,Adam Scott
,taysteck,Justin Rose,Jordan Spieth,Dustin Johnson,Xander Schauffele,Adam Scott,Bryson DeChambeau,Matt Kuchar,Patrick Reed
,Hartwell2,Jordan Spieth,Sergio Garcia,Phil Mickelson,Xander Schauffele,Tyrrell Hatton,Louis Oosthuizen,Marc Leishman,Thomas Pieters
,GidirchiGolf,Paul Casey,Daniel Berger,Adam Hadwin,Patrick Cantlay,Tony Finau,Justin Thomas,Alex Noren,Bryson DeChambeau
,Chris and Herm,Tiger Woods,Henrik Stenson,Jordan Spieth,Charley Hoffman,Patrick Reed,Matt Kuchar,Branden Grace,Xander Schauffele
,Baumer,Phil Mickelson,Tony Finau,Matt Kuchar,Jordan Spieth,Justin Rose,Brian Harman,Pat Perez,Patrick Reed
,Aviato,Tony Finau,Rory McIlroy,Phil Mickelson,Jordan Spieth,Adam Scott,Matt Kuchar,Ian Poulter,Patrick Reed
,Zag Nation,Marc Leishman,Louis Oosthuizen,Charley Hoffman,Xander Schauffele,Paul Casey,Justin Rose,Jordan Spieth,Matt Kuchar
,The MasterBatters,Tiger Woods,Dustin Johnson,Bubba Watson,Bryson DeChambeau,Zach Johnson,Vijay Singh,Jhonattan Vegas,Xander Schauffele
,Dwight,Justin Thomas,Bubba Watson,Justin Rose,Kiradech Aphibarnrat,Xander Schauffele,Tyrrell Hatton,Ian Poulter,Matt Kuchar
,Putt Stuff,Tony Finau,Austin Cook,Rickie Fowler,Jordan Spieth,Justin Thomas,Ian Poulter,Matt Kuchar,Kevin Kisner
,Jammy2x,Paul Casey,Hideki Matsuyama,Tiger Woods,Ian Poulter,Marc Leishman,Kevin Chappell,Xander Schauffele,Bryson DeChambeau
,Skip The Fore Play,Xander Schauffele,Adam Scott,Ian Poulter,Daniel Berger,Matt Kuchar,Jordan Spieth,Tiger Woods,Justin Rose
,Colts Brooks Koepka 1,Justin Thomas,Phil Mickelson,Jason Day,Patton Kizzire,Brendan Steele,Kevin Kisner,Branden Grace,Thomas Pieters
,Colts Brooks Koepka 2,Bubba Watson,Dustin Johnson,Rory McIlroy,Xander Schauffele,Brian Harman,Rafael Cabrera Bello,Kiradech Aphibarnrat,Daniel Berger
,Masters Not Disasters,Tiger Woods,Rory McIlroy,Jordan Spieth,Xander Schauffele,Bryson DeChambeau,Louis Oosthuizen,Pat Perez,Webb Simpson
,Charles Duvall,Phil Mickelson,Jordan Spieth,Justin Thomas,Tony Finau,Kevin Kisner,Kiradech Aphibarnrat,Charley Hoffman,Matt Kuchar
,NashHogs1,Jordan Spieth,Dustin Johnson,Justin Thomas,Xander Schauffele,Tyrrell Hatton,Marc Leishman,Rafael Cabrera Bello,Matt Kuchar
,"Reuben, are you for scuba?",Jordan Spieth,Justin Thomas,Justin Rose,Matt Kuchar,Thomas Pieters,Russell Henley,Kevin Chappell,Tony Finau
,Brosen5,Matthew Fitzpatrick,Ryan Moore,Matt Kuchar,Marc Leishman,Li Haotong,Rickie Fowler,Rory McIlroy,Justin Rose
,romo88,Tony Finau,Paul Casey,Dustin Johnson,Rory McIlroy,Marc Leishman,Bryson DeChambeau,Charley Hoffman,Patrick Reed
,Captain Fat Reed,Justin Rose,Jordan Spieth,Phil Mickelson,Matt Kuchar,Kevin Chappell,Patrick Reed,Marc Leishman,Tony Finau
,romo88-1,Phil Mickelson,Justin Rose,Tiger Woods,Xander Schauffele,Patrick Cantlay,Daniel Berger,Ian Poulter,Matt Kuchar
,Beowulf,Jordan Spieth,Justin Thomas,Dustin Johnson,Austin Cook,Patrick Cantlay,Daniel Berger,Bryson DeChambeau,Rafael Cabrera Bello
,DB,Rory McIlroy,Bubba Watson,Justin Rose,Tony Finau,Kiradech Aphibarnrat,Zach Johnson,Patrick Reed,Matt Kuchar
,gaheflin,Tiger Woods,Jason Day,Patrick Cantlay,Dustin Johnson,Shubhankar Sharma,Daniel Berger,Patrick Reed,Thomas Pieters
,Hickey Golf Team,Tiger Woods,Phil Mickelson,Rickie Fowler,Xander Schauffele,Adam Scott,Kevin Kisner,Rafael Cabrera Bello,Ryan Moore
,Nate Davis,Justin Thomas,Tiger Woods,Dustin Johnson,Shubhankar Sharma,Cameron Smith,Marc Leishman,Tony Finau,Thomas Pieters
,jlamps,Jordan Spieth,Phil Mickelson,Justin Rose,Kiradech Aphibarnrat,Adam Hadwin,Adam Scott,Charl Schwartzel,Tony Finau
,Trefs Masters Picks,Jordan Spieth,Bubba Watson,Rory McIlroy,Kiradech Aphibarnrat,Zach Johnson,Matt Kuchar,Louis Oosthuizen,Tony Finau
